Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/DNArigged/status/1719125687913570766,Rainbow Carin',https://twitter.com/DNArigged,2023-10-30T22:54:38.000Z,#Ottawa pro-#Palestine #March yesterday.#FreePalestineMassive pro-Palestine rally in Ottawa calls on Canadian government to push for ceasefire https://beta.ctvnews.ca/local/ottawa/2023/10/29/1_6622317.amp.html…,https://pbs.twimg.com/media/F9uPsuVXIAAD5nl?format=jpg&name=360x360;https://pbs.twimg.com/media/F9uPsuVWgAArwzC?format=jpg&name=small,False,10,3,19,1.2K
Post&amp;Comment,Pro Palestine,https://twitter.com/rosecolorgirls/status/1719088758174203923,mads ;,https://twitter.com/rosecolorgirls,2023-10-30T20:27:53.000Z,since people are twisting it up and if you need to hear it again ; pro palestine ≠ antisemitism.,,False,,2,10,515
Post&amp;Comment,Pro Palestine,https://twitter.com/TristinHopper/status/1719076481354314217,Tristin Hopper,https://twitter.com/TristinHopper,2023-10-30T19:39:06.000Z,"If you're referring to a protest that just wants to ""stop the violence"" in Gaza, you're referring to something that doesn't exist. By my read, there hasn't been a single ""pro-Palestine"" rally in this country that didn't carry a strong undercurrent of destroying Israel.",,False,22,72,365,18K
Post&amp;Comment,Pro Palestine,https://twitter.com/urfavemermaid/status/1719081684123951191,Bony,https://twitter.com/urfavemermaid,2023-10-30T19:59:47.000Z,"Shout out to Maria guardiola, guardiola’s daughter pro Palestine stand from day 1 till this moment so brave, solid and strongLOVE HER",https://pbs.twimg.com/media/F9tno5yXgAAy4WC?format=jpg&name=360x360;https://pbs.twimg.com/media/F9tnoqsWYAAP1qb?format=jpg&name=small,False,,8,30,2.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/averyofasgard/status/1719126445732110504,avery!!! ✧˚ · .,https://twitter.com/averyofasgard,2023-10-30T22:57:39.000Z,"absolutely sick to my stomach. if you’re not wholeheartedly, unequivocally pro-palestine pls block me.",,False,1,23,75,1.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/n_th_n_/status/1719104203694481734,n th n - #FreeThemAllPhilip Melanchthon Wegmann,https://twitter.com/n_th_n_,2023-10-30T21:29:16.000Z,The Biden administration position is to equate pro-Palestine protests with neo-Nazis.,,False,3,137,318,20K
Post&amp;Comment,Pro Palestine,https://twitter.com/CoryBMorgan/status/1719073147419607167,Cory MorganDon Sharpe Reload,https://twitter.com/CoryBMorgan,2023-10-30T19:25:51.000Z,"How deep are people burying their heads in the sand?How many of these protests do they need to see?It's not ""pro-Palestine""It's pure, unfiltered hatred of Jews and it's time to stamp this shit out.It doesn't belong here.Or anywhere for that matter",,False,58,226,753,32K
Post&amp;Comment,Pro Palestine,https://twitter.com/RevBluesSusie/status/1719089577334333442,Revolution Blues   #StrongerTogether,https://twitter.com/RevBluesSusie,2023-10-30T20:31:09.000Z,"I’ve had it with Zionists screeching that our pro-Palestine marches are antisemitic.This is not about you you motherfuckers, this is about the besieged Palestinians.#PalestiniansDontCount",,False,2,27,77,640
Post&amp;Comment,Pro Palestine,https://twitter.com/TomiLahren/status/1719129217126817976,Tomi LahrenOutKick,https://twitter.com/TomiLahren,2023-10-30T23:08:39.000Z,There is no “pro-Palestine” side to this. Palestine is controlled by Hamas. If you’re screeching for a ceasefire you’re coddling terrorists.,,False,91,316,1.3K,40K
Post&amp;Comment,Pro Palestine,https://twitter.com/Inhumansoflate1/status/1719132871938671098,fighting capitalism since 1492,https://twitter.com/Inhumansoflate1,2023-10-30T23:23:11.000Z,Andy ngo fascist and proud boy associate is doxing people who go to pro Palestine protests on his X account . Which is against X tos,,False,,6,21,914
Post&amp;Comment,Pro Palestine,https://twitter.com/joenickys/status/1719130168395260346,tash | ceo of goldenheart,https://twitter.com/joenickys,2023-10-30T23:12:26.000Z,one of the most frustrating parts of people taking neutral stances is that when you know even a little of what’s going on how is anything but a pro Palestine stance not the only obvious choice?,,False,2,4,23,722
Post&amp;Comment,Pro Palestine,https://twitter.com/kitchup_/status/1719097244782043486,kit,https://twitter.com/kitchup_,2023-10-30T21:01:37.000Z,do we know anything about costa coffee being pro israel or pro palestine? genuine question cuz obviously people are gonna be looking for starbucks replacements and theres a store a couple streets down from me i go to after school sometimes so would that be alright #CeasefireNOW,,False,,2,2,544
Post&amp;Comment,Pro Palestine,https://twitter.com/Anaff26704649/status/1719081907302846945,Xer,https://twitter.com/Anaff26704649,2023-10-30T20:00:40.000Z,Soros is funding all the pro Palestine organizations so those people are misinformed...,,False,,2,3,413
